GeneID,GSM8245471,GSM8245473,GSM8245474,GSM8245475,GSM8245476,GSM8245477,GSM8245478
51164,626,293,820,860,968,649,1425
85027,266,37,648,404,854,271,1652
345611,8,1,6,11,7,8,15
91975,81,19,92,122,84,55,145
134466,12,8,21,60,10,20,9
105378228,5,2,6,10,17,25,36
2878,1525,89,641,1660,564,1299,2184
10318,777,440,480,1352,886,1734,3461
309,1422,510,1291,1738,1536,1301,1945
107986463,15,1,3,1,4,2,3
26112,659,75,162,288,372,151,164
105378230,66,5,12,29,46,14,28
2760,628,220,577,937,824,460,653
285641,2,1,10,3,7,8,1
153201,1,0,1,6,3,4,0
105378234,0,0,0,0,0,6,0
206358,237,117,478,692,510,443,526
2196,46,8,54,73,62,78,102
102465246,0,0,0,0,0,0,1
105378231,3,2,4,4,0,2,3
6678,8044,2559,36828,20521,44030,6814,85828
101927096,388,95,1137,685,1519,243,3872
475,92,42,103,229,130,165,181
105378235,16,15,13,19,12,34,12
100652758,33,29,32,98,60,50,60
10146,1867,1399,2186,3963,2507,2571,2242
2741,6,7,6,9,3,4,1
112267935,4,3,2,5,3,3,2
101927115,0,1,0,1,0,0,1
105378236,0,0,0,0,0,1,0
105378237,0,0,0,1,0,0,0
56923,12,11,0,7,0,14,2
101927134,0,0,0,1,1,2,0
2890,24,0,15,7,24,11,3
105378238,0,0,0,0,0,1,0
107986464,1,2,1,1,2,2,2
107983980,7,0,4,7,6,2,2
10827,274,52,244,357,285,176,224
4238,365,154,398,688,416,248,447
55568,426,173,752,937,854,703,2050
107986465,70,20,49,98,48,72,121
100302181,1,0,0,4,3,3,6
386627,63,23,52,95,110,128,404
79685,278,147,245,351,291,281,176
9421,2,0,33,43,3,4,0
100422950,0,0,0,0,0,2,0
23367,1451,1546,1109,3167,2198,4280,2441
100302284,2,1,0,2,0,1,2
112267936,8,8,3,16,6,18,8
10826,275,144,181,732,284,501,282
100616306,5,0,5,7,3,9,6
9337,406,161,389,661,445,661,573
25929,222,220,200,513,274,447,263
29093,63,50,68,109,66,69,66
285643,2,1,0,11,3,8,2
105378239,0,0,0,0,0,0,0
6444,258,80,576,807,437,62,184
105377673,59,11,47,67,99,10,14
153743,8,4,6,9,8,8,5
91937,41,3,16,46,26,17,4
26762,21,36,11,52,26,19,26
84868,141,23,390,210,658,100,421
9443,90,42,101,180,64,88,111
153745,0,0,0,0,0,0,0
3702,507,1,392,519,433,37,107
26999,646,90,223,731,272,71,362
408263,30,0,5,42,6,4,9
102724404,19,1,6,21,15,2,12
348938,34,2,19,34,68,17,165
8728,793,81,311,1040,1041,366,2530
11063,3,12,2,8,3,9,4
105377675,28,33,25,49,22,22,23
100190949,4,16,3,21,2,3,10
105377676,2,1,2,1,1,4,0
54974,76,61,87,156,108,90,139
134353,89,91,138,164,177,113,193
9685,1011,439,747,1720,1270,950,1679
107986466,1,2,2,3,0,2,0
105377677,0,0,2,0,0,0,0
105377678,1,0,0,0,0,1,0
105377680,0,0,1,0,1,0,0
101927697,2,0,5,3,3,3,1
1879,3314,295,458,795,563,543,453
101927740,24,4,1,12,4,3,2
107986467,9,1,4,3,2,8,3
153830,641,344,773,880,1156,656,1174
107986468,1,0,3,3,2,3,3
105377682,0,1,0,0,1,2,0
134510,233,148,238,309,233,175,199
105377683,2,0,1,0,0,2,0
3593,1,1,1,1,0,2,0
107986469,0,0,1,0,0,1,0
285626,3,0,0,4,1,3,1
285627,6,0,4,5,1,2,3
105377685,13,1,7,13,5,10,5
105377684,13,1,1,2,1,1,3
105377687,0,0,0,0,0,1,1
105377688,0,1,0,0,0,0,0
101927766,1,1,0,82,0,7,0
105377689,1,0,1,29,0,1,0
147,23,5,10,72,21,12,19
101927790,5,1,5,41,6,6,17
7265,196,101,185,297,194,278,244
114825,373,147,273,509,312,444,294
2172,3,5,0,27,0,10,4
105377690,0,0,0,1,0,0,0
79616,18,31,15,115,11,70,25
105377691,0,5,1,10,2,18,3
114898,11,1,8,13,13,6,4
63920,15,29,27,47,15,53,28
10569,464,197,431,589,429,380,460
9232,31,99,18,96,29,131,59
107075116,23,1,7,18,3,30,3
100422938,2,0,0,0,0,2,0
406938,1,0,1,2,1,3,1
23120,234,407,62,609,27,1967,294
285629,4,0,0,0,0,1,0
105377693,0,0,0,0,0,1,0
2561,39,145,109,13,26,13,16
105377694,7,24,8,4,3,6,2
2559,0,0,0,0,0,2,0
105377696,0,0,0,0,0,0,0
2554,0,0,0,0,0,2,0
104326188,0,1,0,0,0,0,0
2566,0,0,0,0,0,3,0
105377697,0,0,0,1,1,3,4
105377698,0,1,0,0,0,1,1
105377699,2,1,0,1,0,1,2
105377700,30,51,26,48,36,74,94
900,646,1103,826,757,626,684,1026
134492,125,127,168,217,110,127,179
3161,23,113,21,96,23,153,33
101927813,6,10,0,9,1,17,1
27430,404,190,360,609,385,331,414
102724458,0,3,0,2,0,6,0
105377703,0,2,0,2,0,11,0
101927835,0,0,0,0,1,0,0
102546299,0,0,0,1,0,0,0
105377702,0,0,0,2,0,1,0
105377701,0,1,1,1,3,8,0
107986370,0,3,0,1,0,0,0
105377705,0,1,0,0,1,2,0
105377706,0,0,0,0,0,0,0
102557615,0,0,0,0,0,0,0
57451,9,9,16,95,54,11,144
101927908,0,1,0,0,0,0,0
105377709,0,1,1,3,0,2,3
113219458,0,0,0,1,0,0,0
101927862,1,0,0,1,0,1,2
23286,157,226,185,607,103,692,938
5917,366,263,482,709,468,451,658
345630,1,1,1,0,2,0,1
79646,1302,902,1574,2583,1573,1710,1299
406895,0,0,0,5,0,2,3
100302238,0,0,0,0,0,0,1
6586,2359,67,1551,1135,5275,283,2019
101927969,72,1,41,44,105,16,65
407001,1,0,0,0,0,1,3
107986470,30,1,20,12,74,11,37
105377713,18,0,8,2,20,3,10
107986472,19,2,4,2,33,2,11
728095,57,0,24,13,82,11,48
105377712,45,1,13,14,53,3,33
693170,0,0,0,0,2,0,3
105377714,0,2,0,1,2,11,0
105377715,0,0,0,0,0,1,0
54908,58,151,53,195,66,196,84
1794,1999,62,955,925,1668,484,1048
100131897,287,5,123,132,201,33,88
100616498,5,0,0,6,9,3,0
2299,0,0,0,0,1,3,0
100507267,2,0,1,1,1,1,4
133874,42,3,70,36,79,11,36
3937,613,29,643,460,1121,238,626
100128059,0,0,2,5,0,6,3
257358,2,0,4,3,1,9,2
30820,12,14,10,6,6,10,20
3779,23,28,26,26,34,16,41
101928033,6,4,6,4,4,3,1
105377716,2,0,0,0,0,3,2
107986473,1,0,1,8,1,2,0
107986474,1,0,0,8,0,0,1
107986475,6,1,2,12,5,16,16
2568,70,23,117,2590,2,75,246
64901,80,266,85,585,73,396,120
30012,0,0,0,1,0,0,0
109616973,0,0,0,0,0,0,0
100500831,0,0,0,0,0,0,0
4869,2680,4082,3315,4114,3724,2982,3216
8817,13,15,14,16,11,9,159
105377721,0,0,0,0,0,1,2
105377720,0,0,0,0,0,3,1
105377722,0,1,0,0,0,0,0
107986392,0,0,0,0,0,1,0
105377724,0,0,0,0,0,4,0
105377723,0,0,0,0,0,0,0
644994,0,0,0,0,0,5,0
105377725,22,8,10,12,20,64,11
107986476,38,16,27,40,48,71,54
23291,656,255,675,1012,807,511,977
6793,942,125,457,1136,1335,538,1787
107986477,91,12,42,86,106,41,136
285588,0,0,0,0,0,0,1
92181,202,85,428,382,341,140,349
100288254,2,0,2,3,3,4,4
285590,892,223,2620,1830,3839,1538,3706
105377727,2,0,2,10,2,2,1
107984004,2,0,0,0,0,0,1
105377728,0,0,0,0,0,1,0
105377729,0,0,0,16,0,0,0
107986478,0,0,1,36,0,3,0
54492,241,171,135,605,244,617,238
100847029,1,2,0,4,0,7,2
107986479,6,1,0,4,1,5,0
101928093,2,0,1,2,5,1,1
1843,8159,263,4346,8321,24190,2415,21690
105377730,17,3,17,27,50,18,76
57222,837,445,664,2821,1190,1911,2358
113218510,9,2,5,15,5,14,25
51121,44,21,75,117,67,74,104
100268168,19,2,8,33,22,24,55
8992,514,191,577,807,754,740,679
677841,207,127,285,557,332,686,135
153222,1009,247,786,822,815,966,832
662,43,28,39,58,40,52,58
1482,3,0,5,0,2,1,0
105377731,0,0,0,1,0,4,0
113219469,0,0,0,0,0,0,0
8614,39,133,34,105,156,419,234
102465862,0,0,0,0,0,0,0
105377732,1,1,1,4,2,5,1
105377733,0,0,0,0,0,2,0
285593,3,1,3,5,7,14,2
105377735,6,4,5,13,9,26,7
91272,150,101,207,326,236,436,225
107986480,3,0,1,0,2,2,0
105377736,5,0,0,3,9,2,1
101928136,12,0,3,6,13,5,0
107984118,46,1,5,11,57,2,0
107986482,1,0,0,18,1,2,0
101928154,7,0,0,110,8,5,0
80315,1748,233,924,1624,2065,787,2084
133491,1,0,1,2,0,0,2
51617,1,0,1,2,3,7,0
102724551,1,1,0,1,0,4,0
101928176,0,0,1,2,0,2,53
107986483,7,3,1,10,0,40,20
105377739,0,0,0,0,0,0,6
105377740,1,1,0,0,0,6,1
105377741,0,0,0,0,0,1,0
4488,14,13,12,60,17,85,15
100616202,0,0,0,0,0,0,0
105377742,0,0,0,2,3,8,1
441116,0,0,0,0,0,7,0
107986484,0,0,0,0,0,2,0
1812,4,2,6,41,0,267,3
94081,227,222,269,702,345,585,571
3274,67,9,87,79,243,81,96
105377743,20,2,19,19,56,22,21
10814,2,2,1,3,4,61,2
105377744,4,1,1,1,2,31,0
107986485,33,20,3,43,22,158,11
84321,94,162,59,171,89,353,96
107986486,17,34,9,19,17,61,10
105377745,0,0,0,2,1,5,0
105377746,3,0,1,6,0,1,0
100996385,8,0,1,2,3,2,15
202134,41,5,10,18,23,11,237
100507387,33,11,32,13,85,2,206
107986487,10,5,9,3,13,0,32
643201,11,15,0,17,4,7,23
375484,187,99,167,404,185,405,421
57179,389,180,413,887,570,1019,878
285598,222,65,290,399,380,180,746
100302203,1,0,1,0,0,1,1
51491,131,121,125,374,299,348,249
192286,143,119,119,289,202,289,201
1212,324,167,221,1025,448,1013,631
23197,455,223,433,767,514,854,791
22838,318,149,140,737,308,1504,470
112267951,24,24,9,161,6,193,24
54825,70,52,50,836,10,689,291
114787,14,43,14,91,38,106,91
6620,1,0,0,0,3,3,4
100422962,0,0,0,0,0,0,0
253314,0,2,0,0,0,7,1
26262,102,57,109,360,135,570,216
102577424,0,0,0,0,0,0,0
90249,32,2,8,25,53,106,93
3101,135,14,60,183,229,142,394
51720,425,209,317,569,461,861,644
23567,173,107,95,263,143,329,234
2264,12,365,11,396,2,770,29
64324,1507,828,1024,2452,1454,2748,1738
53917,158,31,106,211,244,326,281
27166,144,119,151,427,297,612,269
83463,125,104,118,308,183,510,237
10960,582,353,402,1259,778,1408,1097
10636,129,37,46,316,106,167,84
6569,1,3,1,3,1,23,0
345456,0,0,0,0,0,0,0
2161,2,33,3,803,4,86,5
2870,543,160,170,648,460,702,409
340037,53,24,16,72,39,114,28
80758,106,83,23,167,60,380,104
1627,246,115,275,414,442,767,807
9260,461,160,474,873,757,1113,1958
79930,220,11,91,118,302,93,250
51428,252,194,197,493,493,724,911
54540,476,213,165,636,580,1093,965
107986488,52,22,16,59,52,182,104
105377750,0,0,0,2,3,2,0
54732,533,188,566,1524,1158,1295,1602
11285,100,88,96,240,155,295,237
202181,120,49,72,95,84,231,150
107986489,1,2,1,6,1,2,14
285596,80,6,31,39,44,14,210
105377752,0,0,1,1,0,1,0
107986490,0,0,1,2,0,1,1
107986491,1,0,1,2,0,3,0
105377753,0,0,0,1,1,3,0
728554,101,115,49,171,73,291,97
100128340,6,3,1,16,5,48,2
5626,0,0,0,3,0,3,0
653316,31,3,11,16,21,11,71
107986492,1,0,0,1,0,2,4
105377754,0,0,0,1,0,0,0
23138,86,52,19,92,74,203,131
64777,229,140,117,435,194,605,150
55651,87,108,81,193,108,268,84
64396,0,1,0,1,1,2,0
3182,505,643,535,1213,1048,1952,839
85007,1088,614,574,1814,1276,2474,1452
112267937,3,1,5,1,2,2,3
91522,8,4,12,42,24,15,20
105377757,0,0,0,9,6,3,0
105377756,0,0,3,8,4,3,2
57396,370,147,262,490,321,434,247
102724657,0,0,0,1,1,6,0
6940,132,48,93,173,135,185,130
729522,0,3,0,14,0,8,0
117608,149,66,161,191,147,308,178
107986493,3,2,6,13,3,13,3
80108,22,8,18,16,8,17,11
285676,15,7,21,33,29,36,41
2916,5,1,5,12,5,17,7
345462,43,13,23,51,30,15,21
30832,193,43,239,198,195,94,253
9509,529,105,1347,1621,3425,1437,1783
105377759,0,2,1,0,3,11,6
107986494,1,0,1,7,0,13,5
105377761,0,0,0,0,0,1,0
105377762,3,1,0,14,4,4,0
80230,421,224,303,470,538,724,647
101928445,55,26,27,75,50,93,99
3187,4514,1882,3263,5644,5227,5275,5462
285679,0,0,1,0,0,2,0
105377763,9,7,0,13,7,29,13
646019,6,3,2,8,2,6,1
821,4360,3458,4107,6991,5489,10686,6662
9794,445,172,313,625,572,1145,532
4056,29,7,30,12,31,17,16
11282,275,482,225,1093,467,2598,1089
100302156,1,1,0,2,2,3,3
8878,1872,1445,1386,3419,3105,4162,3683
51149,136,70,81,173,139,233,240
100996419,4,4,3,15,5,17,6
23061,941,466,663,1666,1582,2773,2091
55819,458,67,586,660,821,566,533
442908,0,0,1,3,1,4,0
255426,1,0,1,1,2,4,7
5601,347,219,260,596,342,530,338
9945,1100,17,1320,978,3691,319,5818
102725231,6,4,8,8,14,95,65
57472,387,289,403,713,482,910,543
92304,2,0,0,0,0,0,1
2324,218,21,66,252,277,195,566
105377765,0,0,0,0,0,1,0
134083,1,0,0,0,0,0,0
4245,1057,299,997,1781,2458,1635,1912
105377766,8,0,5,5,6,4,3
100859930,89,39,43,68,87,125,87
729678,101,27,55,111,102,183,68
643836,269,250,136,688,152,1006,191
79908,26,14,1,233,7,121,14
10917,8,6,3,10,1,256,8
153579,962,105,73,322,351,901,218
102465882,3,0,1,0,2,0,0
7240,0,0,0,0,0,1,1
100189362,0,0,0,0,0,1,0
100189273,0,0,0,0,0,1,0
791232,0,0,0,0,0,1,1
26693,0,0,0,1,0,1,0
285659,0,0,0,0,0,1,0
100188990,0,0,0,0,0,0,0
7241,0,0,0,2,0,0,0
100189541,0,0,0,0,0,0,0
100189004,0,0,0,0,0,1,0
100189328,1,0,0,0,0,0,0
100188992,0,0,1,0,0,0,0
7219,0,0,0,1,0,0,1
102577426,0,0,1,1,0,0,1
7236,1,0,4,2,3,0,4
105377769,4,1,2,10,0,10,1
81786,21,3,11,116,8,211,40
107986496,5,0,3,34,1,48,7
100189280,0,0,0,0,0,0,1
100189399,10,0,13,74,10,2,11
7239,3,0,2,2,2,0,3
790966,3,0,0,0,1,0,1
100049614,18,0,15,49,28,3,12
100616342,0,0,0,0,0,1,0
90933,168,89,103,368,180,614,412
10399,3709,4068,3789,5453,5258,7087,4830
619571,24,26,22,46,39,40,48
619570,7,10,11,32,16,35,22
101928649,17,26,19,65,17,171,34
84851,284,228,222,499,189,1026,260
100507602,48,26,26,38,25,43,40
105377771,26,15,19,51,48,42,48
107986495,9,5,4,21,14,19,26
100132062,43,21,19,72,74,97,145
26683,7,5,17,15,14,10,11
107986552,1,1,2,1,1,0,1
441123,3,0,0,0,1,1,2
105374869,1,0,0,1,2,2,0
285766,1,0,0,0,0,0,0
105374870,0,0,1,0,1,1,0
102723922,45,4,14,29,27,15,5
107986553,12,1,7,10,5,6,1
56940,497,94,255,645,517,296,454
3662,546,0,145,129,709,21,85
105374875,8,2,2,1,2,3,0
55770,503,313,362,787,416,302,712
135458,8,16,3,9,6,8,17
105374873,2,0,1,8,1,3,1
101927691,4,6,0,42,0,5,5
101927353,0,1,0,0,0,5,0
285768,1,12,0,0,2,13,0
105374879,2,65,2,104,1,50,4
107986554,6,121,6,162,2,89,22
94234,31,297,17,292,2,186,57
106144586,1,0,1,1,2,2,0
112267978,0,1,0,0,1,1,0
105374880,0,1,1,2,1,1,0
2295,4,2,15,18,16,9,3
102466720,0,0,1,0,0,1,0
102723944,2,1,5,14,2,8,4
105374883,0,0,0,0,0,1,0
105374882,4,1,5,9,0,6,2
107986555,3,2,11,6,1,4,1
101927703,5,6,1,11,3,3,3
2296,99,23,123,198,127,31,206
2762,416,966,226,2823,243,801,721
107986514,57,84,21,208,21,93,76
107986513,320,599,140,1623,185,554,488
107986512,81,184,41,677,71,197,129
100508120,109,107,48,170,76,111,106
154386,5,1,3,5,2,6,2
105374885,0,0,1,2,0,2,1
340156,68,26,51,154,79,202,65
56897,188,185,176,595,261,705,268
1992,742,1279,775,3002,577,4339,823
100616285,1,0,2,3,0,3,1
221756,44,4,20,44,20,49,21
101927730,47,3,28,75,84,26,74
5272,543,82,488,606,887,399,794
105374887,0,1,0,2,1,1,0
5269,582,815,424,1937,697,3291,801
401232,12,11,6,21,11,33,7
105374888,4,2,2,6,3,9,3
4835,107,78,96,257,116,275,120
401233,74,157,35,329,93,177,98
101927759,8,5,3,14,11,39,14
8737,683,205,465,1095,722,1148,614
107986556,13,12,22,60,14,50,13
670,74,124,50,297,49,336,70
7280,138,36,283,593,662,236,698
105374889,1,0,2,4,4,3,4
100507194,0,0,1,0,0,1,0
347733,56,16,117,225,284,124,297
100422781,0,0,2,0,1,3,1
389362,209,230,151,866,212,993,512
63027,370,320,203,1657,400,1429,1614
105374890,16,14,6,83,23,45,101
643327,14,11,6,55,12,51,75
100507336,7,1,3,26,17,4,8
221749,444,52,613,1017,1282,228,739
26240,23,61,15,59,16,13,18
107986557,0,0,0,2,0,2,1
105374893,0,0,0,0,0,3,0
107986558,2,3,9,53,19,45,17
8899,1407,754,1126,2256,1548,3293,1541
222826,3,5,8,23,9,10,5
404220,65,11,67,152,81,17,113
10455,130,26,145,330,154,41,189
100507506,4,0,3,2,3,8,2
107986559,0,0,1,0,0,4,1
102724096,1,0,3,4,2,3,0
101927888,0,0,0,3,1,2,0
107986560,0,0,0,0,0,2,0
107986561,0,0,0,0,0,5,0
105374894,0,1,2,0,0,2,3
105374895,1,1,0,1,0,9,0
497048,1,0,1,0,0,2,0
9425,357,163,250,633,428,1042,694
101927913,0,0,0,2,0,2,1
105374897,105,42,77,141,100,274,163
10799,16,24,29,56,13,72,20
100129461,14,21,24,37,28,82,38
57128,93,125,117,175,121,218,160
648791,16,2,21,18,59,35,51
100500900,2,1,2,3,2,7,1
10667,226,121,168,455,229,535,286
101927972,18,7,4,38,10,27,13
101927950,28,13,21,51,29,44,18
107986515,122,46,80,164,103,188,79
105374898,30,3,8,17,12,45,12
107986516,1,0,1,2,2,11,0
51299,51,3,9,34,18,46,23
2162,2324,259,4107,1201,9214,305,1759
102466866,6,0,3,4,11,1,1
100847034,4,0,3,3,10,1,1
285780,8,0,5,5,1,2,1
9450,99,4,74,37,83,15,60
101928004,14,20,7,30,10,36,59
101928047,5,6,1,7,2,11,8
105374901,0,1,0,0,1,3,4
105374903,0,5,0,1,0,6,0
105374902,3,1,0,1,2,5,3
105374904,0,0,0,1,0,0,0
6239,1009,613,576,2052,1272,2711,2071
6745,1443,830,1645,2625,1790,3022,1926
285782,2,0,2,7,2,9,3
83732,200,160,205,442,311,472,226
102724234,0,0,0,0,0,0,0
101928076,10,9,6,40,5,50,33
1832,1034,2681,893,8995,306,14584,6669
154007,187,209,158,412,117,580,189
105374906,0,0,1,5,1,2,0
654,280,125,117,286,241,85,119
105374907,22,5,7,13,22,4,4
100526836,1856,450,1020,2830,2137,1263,1120
81567,1877,449,1014,2841,2166,1246,1120
206426,10,4,6,15,4,32,10
100526837,74,63,65,154,86,207,91
63915,59,36,47,113,66,153,53
9521,35,50,33,105,46,115,73
100124533,4,6,2,19,2,6,2
105374910,2,0,0,1,0,9,0
105374911,0,0,0,1,0,1,0
105374912,0,0,0,2,0,1,0
51000,195,141,254,514,188,792,267
100506207,8,2,14,27,4,19,21
728655,4,0,2,35,1,13,10
112267952,0,0,0,110,0,0,1
105374913,0,0,0,150,0,3,0
105374914,0,2,0,19,0,6,1
107986562,0,1,0,1,0,3,0
112267894,1,16,1,1,0,2,0
112267856,1,12,0,21,0,8,3
266553,1,6,0,22,0,13,3
105374919,0,0,0,4,0,2,0
105374918,0,0,0,0,0,3,0
105374920,0,1,0,0,0,2,0
105374921,0,0,0,0,0,5,0
7020,18,15,9,164,4,109,21
109729173,1,6,3,54,0,55,7
100130275,2,1,0,17,0,8,5
107986564,0,0,0,0,0,3,0
221718,0,0,2,0,0,7,0
106660610,0,0,1,0,0,2,0
100846998,0,0,0,0,0,1,0
101928106,0,0,0,3,0,16,1
101928146,1,0,1,0,0,1,0
2651,102,10,58,169,34,88,60
105374924,0,1,1,2,2,5,0
347744,3,4,3,4,1,16,3
105374923,0,0,0,0,2,0,1
55003,85,120,138,209,144,260,140
51522,258,218,455,636,396,586,510
81853,192,153,236,477,228,497,278
4117,125,110,83,225,109,564,185
9247,8,1,0,2,7,28,20
221711,43,10,24,21,24,99,88
101928191,3,0,1,1,6,11,6
54898,29,5,29,134,63,15,33
100506409,0,0,0,2,1,3,0
221710,127,83,213,439,225,255,177
405754,34,22,24,122,53,102,57
4739,1717,340,2429,5516,2549,916,3128
105374925,186,4,69,68,145,25,41
112267953,94,1,38,27,91,7,29
105374927,1,0,8,3,2,1,0
105374928,2,2,0,10,1,16,1
105374929,1,1,0,0,0,0,0
100113407,195,55,248,371,346,125,120
340184,0,0,1,4,0,5,0
84830,41,50,16,56,44,28,94
107986566,10,16,7,28,21,9,24
107986569,5,3,3,4,5,1,4
107986567,1,1,1,7,2,2,3
102724379,0,1,1,34,0,0,0
107986570,0,1,0,11,0,4,0
101928253,0,0,0,0,0,0,0
3096,1270,410,1044,1916,1701,1091,1261
1906,50,140,53,664,30,718,117
105374931,0,0,0,0,0,0,0
101928309,0,1,0,0,0,1,0
107984015,0,0,0,0,0,1,0
221692,294,31,198,218,431,202,569
105374935,0,0,0,0,0,1,0
105374934,0,0,0,2,1,0,0
105374933,6,0,18,3,6,7,13
107080638,48,31,45,99,87,94,91
100130357,61,20,32,66,79,61,71
51256,37,27,38,93,73,82,51
105374936,13,0,2,9,17,9,23
54438,352,108,313,682,703,278,855
105374937,2,9,4,16,7,13,6
23408,123,114,121,415,194,319,131
105374938,18,14,16,40,13,29,19
51406,252,233,275,454,406,411,364
10048,573,175,698,846,810,747,741
63933,111,124,135,325,147,508,123
107986571,7,4,8,9,6,12,2
221687,11,2,14,5,3,5,9
105374939,0,0,0,0,1,4,0
9308,395,4,259,252,564,84,308
105374940,17,2,10,16,10,8,7
102216342,15,1,7,4,6,4,15
105374943,18,2,11,15,4,12,5
105374942,22,1,7,22,7,14,4
101928331,27,2,8,31,6,12,9
101928354,16,2,8,16,5,8,4
102724463,5,2,2,3,1,1,2
107986572,0,0,0,0,0,1,0
105374944,0,0,0,1,0,5,0
105374945,1,0,2,1,0,3,1
105374946,0,0,0,0,0,1,0
3720,606,130,370,715,1067,945,1303
100506681,20,6,13,26,64,16,50
84062,142,72,87,173,136,248,175
105374947,63,16,31,51,53,103,57
102724520,0,0,0,0,0,5,0
105374948,0,0,0,0,0,4,0
105374949,0,0,0,0,0,0,0
101928406,0,0,0,0,0,2,0
29116,244,111,130,280,129,196,236
100616269,3,2,4,4,4,2,2
107986517,0,0,0,1,1,7,0
2766,61,31,30,199,37,69,129
6310,1325,201,1462,2294,1944,1782,1771
101928433,73,16,50,116,90,149,40
107986573,0,1,0,1,1,1,0
105374951,0,0,0,1,0,2,0
101928463,0,0,0,0,0,1,0
401236,0,0,0,0,0,4,0
221662,21,2,7,317,10,24,12
10486,61,49,94,414,105,66,226
101928491,5,6,6,14,6,19,16
102724591,3,7,2,2,2,4,0
51439,456,285,488,849,451,442,364
9972,1206,550,1461,1838,1628,1099,1650
105374952,40,32,45,89,84,52,65
63971,841,411,1010,1516,1581,1427,2067
105374953,9,6,26,11,19,19,35
378884,2,6,3,21,7,12,4
7172,111,70,223,521,216,513,203
221656,237,238,234,483,268,674,303
7913,966,1049,1009,1920,1116,1605,1211
255488,350,42,500,560,1041,167,919
105374955,1,0,0,3,3,6,0
105374956,0,0,0,5,0,3,3
693125,0,0,0,0,0,0,0
105374957,0,0,0,1,0,1,0
100189287,0,0,0,0,0,0,0
105374958,0,0,0,0,1,0,0
101928519,1,5,1,1,0,1,3
107986574,0,0,2,0,0,1,1
105374961,0,0,0,0,0,0,0
107986575,2,3,0,0,2,1,4
105374960,0,0,0,0,0,2,2
105374959,2,1,0,0,0,0,2
100506885,2,3,0,4,2,7,4
105374963,0,0,0,1,0,2,1
3400,863,60,492,492,616,142,233
105374965,3,12,3,12,2,28,6
154141,219,254,140,698,128,444,136
101928573,4,3,0,4,1,2,1
107986576,0,2,0,1,0,1,0
1871,238,251,342,678,434,704,393
54901,460,212,269,471,367,440,426
105374968,25,5,16,31,18,11,16
107986577,12,4,3,7,10,12,11
105374966,49,22,40,62,40,30,43
107986578,16,11,11,28,19,11,19
100874531,3,0,0,0,1,2,0
107986579,1,0,1,0,0,0,1
6659,402,298,299,913,321,2546,639
401237,49,33,72,121,30,177,318
105374970,10,1,2,12,2,10,30
729177,29,20,32,46,5,21,96
5617,0,1,0,0,0,2,0
105374971,0,1,0,1,1,4,3
154150,0,0,0,0,0,1,0
105374972,0,0,0,1,0,0,0
105374973,2,1,1,1,1,7,0
102724736,0,1,0,0,0,2,0
105374974,0,3,0,2,0,3,0
102724749,13,10,2,139,0,24,5
105374976,3,2,0,16,0,2,2
105374975,7,8,1,70,0,7,0
140767,0,0,0,0,0,6,41
51473,1,115,12,52,14,502,637
353219,0,12,1,1,1,67,63
57380,167,195,135,374,132,601,208
2822,104,47,59,492,47,162,50
7915,194,93,88,887,69,447,100
9856,25,6,8,38,4,110,17
51567,256,123,181,529,269,1357,243
55856,205,99,214,532,221,487,202
81688,1433,716,1491,2107,1750,2931,1471
105374978,3,0,0,0,0,2,4
51053,48,136,49,265,62,198,170
101928603,9,0,2,3,1,1,1
9750,1256,13,343,780,406,110,198
105374981,102,1,40,124,25,5,6
102724765,46,2,11,36,16,10,6
8418,703,39,657,489,619,351,1394
101928663,22,2,10,8,18,3,5
105375106,9,4,1,7,8,3,4
55604,630,801,661,1774,637,2073,1099
10590,0,3,1,2,0,4,0
6568,1,3,0,56,0,8,0
221613,0,0,0,1,0,0,0
255626,0,0,0,0,0,1,0
387319,0,0,0,0,0,1,0
10050,10,89,4,142,0,293,0
10786,0,0,1,35,1,4,0
10246,0,0,1,148,0,6,0
10475,1057,264,713,1386,896,2701,1291
3024,3,5,6,11,5,4,7
8350,40,59,23,91,46,89,38
8359,37,109,34,134,54,97,46
8366,144,199,79,228,145,323,90
8358,90,599,46,409,69,437,134
8335,35,71,21,65,28,65,22
3018,25,66,16,68,22,12,18
8352,48,232,32,233,44,160,75
3006,1355,976,455,1160,1097,2121,1348
108783645,13,3,9,9,12,31,11
3077,113,33,132,200,156,330,180
8364,220,546,206,546,213,447,148
3010,2,3,0,2,2,5,0
8347,486,660,166,549,305,1229,314
8334,568,451,220,469,329,1814,295
3008,2013,1504,513,1447,1908,3344,2617
3017,829,538,77,529,356,1695,262
8344,39,142,18,101,40,81,42
8360,127,437,99,270,81,261,89
8351,223,422,97,265,213,432,150
3013,58,118,28,102,50,184,46
8343,105,184,23,191,44,312,55
8367,479,909,489,875,630,1486,646
8339,403,296,47,282,293,832,187
3012,126,348,46,230,141,433,118
8353,2,18,9,30,7,88,9
3007,824,214,254,608,953,370,469
8361,102,3,90,228,100,2,55
8369,0,0,0,1,0,2,0
8968,49,226,42,264,41,328,53
8345,43,214,37,203,36,356,51
105374986,0,27,0,15,1,46,2
8355,54,410,30,219,29,273,35
8346,58,143,35,109,61,83,39
105374985,25,4,15,21,22,82,6
8365,146,275,99,255,150,266,118
7210,0,1,0,0,0,1,2
7232,0,0,0,0,0,0,0
