ENTREZID,SYMBOL
26757,Dpysl4
26874,Abcd2
26875,Pclo
26876,Adh4
26877,B3galt1
26878,B3galt2
26879,B3galnt1
26885,Casp8ap2
26886,Cenph
26887,Chst4
26888,Clec4a2
26889,Cln8
26891,Cops4
26893,Cops6
26894,Cops7a
26895,Cops7b
26896,Med14
26897,Acot1
26898,Ctsj
26900,Ddx3y
26901,Ss18l2
26903,Dysf
26904,Sh2d1b1
26905,Eif2s3x
26906,Eif2s3x-ps1
26908,Eif2s3y
26909,Exo1
26910,Figla
26912,Gcat
26913,Gprin1
26914,Macroh2a1
26918,Ern2
26919,Zfp346
26920,Cntrl
26921,Map4k4
26922,Mecr
26926,Aifm1
26927,Foxl2
26930,Ppnr
26931,Ppp2r5c
26932,Ppp2r5e
26934,Racgap1
26936,Mprip
26938,St6galnac5
26939,Polr3e
26940,Ecsit
26941,Nherf1
26942,Spag1
26943,Serinc3
26944,Tinag
26945,Tpsg1
26946,Trpc7
26949,Vat1
26950,Vsnl1
26951,Zw10
26961,Rpl8
26965,Cul1
26968,Islr
26970,Pla2g2e
26971,Pla2g2f
26972,Spo11
26987,Eif4e2
26992,Brd7
27007,Klrk1
27008,Micall1
27009,D17Mit232.1
27015,Polk
27027,Tspan32
27028,Ermap
27029,Sgsh
27041,G3bp1
27045,Nit1
27047,Omd
27049,Etv3
27050,Rps3
27052,Aoah
27053,Asns
27054,Sec23b
27055,Fkbp9
27056,Irf5
27057,Ncoa4
27058,Srp9
27059,Sh3d19
27060,Tcirg1
27061,Bcap31
27062,Cadps
27078,B9d1
27081,Zfp275
27083,Xlr4b
27084,Xlr5c
27096,Trappc3
27103,Eif2ak4
27140,Tlx3
27176,Rpl7a
27204,Syn3
27205,Podxl
27206,Nrk
27207,Rps11
27208,Snord33
27209,Snord32a
27210,Snord34
27211,Snord35a
27212,Snord35b
27214,Dbf4
27215,Azi2
27216,Or5g26
27217,Mixl1
27218,Slamf1
27219,Sgk2
27220,Cartpt
27221,Chaf1a
27222,Atp1a4
27223,Trp53bp1
27224,Eloa
27225,Ddx24
27226,Pla2g7
27260,Plek2
27261,Dok3
27262,Smok1
27263,Smok2a
27267,Cars1
27273,Pdk4
27274,Zfp354b
27275,Nufip1
27276,Plekhb1
27277,Golga5
27278,Clnk
27279,Tnfrsf12a
27280,Phlda3
27281,Plaat1
27282,Erv4
27354,Nbn
27355,Pald1
27356,Insl6
27357,Gyg1
27358,Defb3
27359,Sytl4
27360,Add3
27361,Msrb1
27362,Dnajb9
27364,Srr
27366,Txnl4a
27367,Rpl3
27368,Tbl2
27369,Dguok
27370,Rps26
27371,Sh2d2a
27372,Prl3c1
27373,Csnk1e
27374,Prmt5
27375,Tjp3
27376,Slc25a10
27377,Yme1l1
27378,Tcl1b3
27379,Tcl1b1
27380,Tcl1b4
27381,Tcl1b2
27382,Tcl1b5
27384,Akr1c13
27385,Magel2
27386,Npas3
27387,Sh2d3c
27388,Ptdss2
27389,Dusp13b
27390,Mmel1
27391,L1Md-Tf2
27392,Pign
27393,Mrpl39
27394,L1Md-Tf16
27395,Mrpl15
27396,L1Md-Tf19
27397,Mrpl17
27398,Mrpl2
27399,Ip6k1
27400,Hsd17b6
27401,Skp2
27402,Pdhx
27403,Abca7
27404,Abca8b
27405,Abcg3
27406,Abcf3
27407,Abcf2
27409,Abcg5
27410,Abca3
27411,Slc14a2
27412,Peg12
27413,Abcb11
27414,Sergef
27416,Abcc5
27418,Mkln1
27419,Naglu
27421,Abcc6
27423,Klra15
27424,Klra16
27425,Atp5mg
27426,Nagpa
27428,Shroom3
27448,1T
27449,8T
27450,1S
27451,10S
27452,53S
27453,15S
27454,53T
27455,38T
27456,44S
27457,15T
27458,E2R
27459,56S
27460,10T
27461,63G5L
27462,17F4L
27463,3S
27464,3T
27465,8S
27466,42T
27467,78A11L
27468,45S
27469,16T
27470,29T
27471,16S
27472,51S
27473,48T
27474,51T
27475,20S
27476,20T
27477,11T
27478,42S
27479,11S
27480,91G12L
27481,78A11R
27482,52T
27483,52S
27484,56T
27485,29S
27486,12T
27489,D0Kist6
27490,D0Kist5
27491,D0Kist4
27492,D0Kist3
27493,A230006K03Rik
27494,Amot
27495,17F4R
27497,3P18T
27498,3P18S
27499,B40B5S
27500,B40B5T
27501,B9L14S
27502,B9L14T
27503,222B5S
27504,222B5T
27505,573K1S
27506,573K1T
27507,Y157F2R
27508,B545C9T
27509,B396H6T
27510,B546P1T
27511,B546P1S
27512,B11I10S
27513,B11I10T
27514,B405C9T
27515,B405C9S
27516,B479N4S
27517,B479N4T
27518,B545C9S
27519,B308D2T
27520,B396H6S
27521,272I21T
27522,268M14S
27523,B520L19T
27524,B520L19S
27525,B432H10S
27526,B432H10T
27527,B521M19S
27528,Nrep
27529,D0Mnp3
27530,D0Mnp2
27531,D0Mnp1
27532,D0Mnp6
27533,D0Mnp5
27534,D0Mnp4
27535,D15N9
27537,D15N3
27539,D15N8
27540,D15N5
27541,D15N4
27542,D15N7
27543,D15N6
27544,D15N11
27545,D15N10
27546,D7Zem4
27547,D7Zem1
27548,D7Zem3
27549,D7Zem2
27550,D5Buc9
27551,D5Buc8
27552,D5Buc7
27553,D5Buc6
27562,D5Buc19
27563,D5Buc28
27564,D5Buc38
27565,D5Buc18
27566,D5Buc36
27567,D5Buc29
27568,D5Buc37
27569,D5Buc35
27570,D5Buc25
27571,D5Buc11
27572,D5Buc27
27573,D5Buc21
27574,D5Buc22
27575,D5Buc23
27576,D5Buc17
27577,D5Buc16
27578,D5Buc34
27579,D5Buc10
27580,D5Buc20
27581,D5Buc12
27582,D5Buc32
27583,D5Buc15
27584,D5Buc14
27585,D5Buc13
27586,D5Buc33
27587,D5Buc31
27590,D4Pel1
27591,D15H22S992E
27594,EST974366
27598,D11Bhm188
27599,D11Bhm107
27600,D0Dcr7
27601,D0Dcr6
27602,D0Dcr5
27603,D0Dcr4
27604,D0Dcr3
27605,D0Dcr2
27606,D0Dcr1
27607,D0Dcr9
27608,D17Leh89
27609,D6Rp2
27610,D0Hgu1
27611,D0Hgu2
27612,D0Hgu3
27613,D0Hgu4
27614,D0Hgu5
27615,D0Hgu6
27616,D0Hgu7
27617,D0Hgu8
27618,D0Hgu9
27620,D17Tu49
27621,D11Moh9
27622,D11Moh8
27623,D11Moh5
27624,D11Moh4
27625,D11Moh7
27626,D11Moh6
27627,D11Moh1
27628,D11Moh3
27629,D11Moh2
27630,D17Leh467
27631,D17Leh525
27632,Nelfe
27633,D0Dcr12
27634,D0Dcr11
27635,D0Dcr10
27636,D0Dcr13
27637,D13Die28
27638,D13Die26
27639,D13Die27
27640,D13Die24
27641,D13Die25
27642,DXHXS1104
27643,Ubl4a
27644,D0Hgu10
27645,D0Hgu11
27646,D0Hgu12
27647,D0Hgu13
27648,D0Hgu14
27649,D0Hgu15
27650,D0Hgu16
27651,D4Sh1
27652,D1Dau6
27653,D1Dau9
27654,D1Dau8
27655,D1Dau1
27656,D1Dau3
27657,D1Dau2
27658,D1Dau5
27659,D1Dau4
27660,1700088E04Rik
27666,D11Moh31
27667,D11Moh20
27668,D11Moh21
27669,D11Moh22
27670,D11Moh23
27671,D11Moh25
27672,D11Moh26
27673,D11Moh27
27674,D11Moh28
27675,D11Moh29
27676,D11Moh33
27677,D11Moh32
27678,D11Moh30
27681,Snf8
27682,D11Moh19
27683,D11Moh18
27684,D11Moh11
27685,D11Moh10
27686,D11Moh13
27687,D11Moh12
27688,D11Moh15
27689,D11Moh14
27690,D11Moh17
27691,D11Moh16
27694,D13Rp4
27695,D13Rp3
27696,D16Ros1
27697,23H6.T7
27698,30B5.T7
27699,D1Dau15
27700,D1Dau14
27701,D1Dau17
27702,D1Dau16
27703,D1Dau11
27704,D1Dau10
27705,D1Dau12
27706,D1Dau19
27707,D1Dau18
27708,D1Dau28
27709,D1Dau29
27710,D1Dau33
27711,D1Dau32
27712,D1Dau20
27713,D1Dau30
27714,D1Dau22
27715,D1Dau23
27716,D1Dau24
27717,D1Dau34
27718,D1Dau26
27719,D1Dau27
27720,D1Dau31
27721,D1Dau25
27722,D1Sta9
27723,D1Sta8
27724,D1Sta5
27725,D1Sta4
27726,D1Sta7
27727,D1Sta6
27728,D1Sta1
27729,D1Sta3
27730,D1Sta2
27731,D17Tu49a
27732,D17Tu49b
27733,D17Tu49c
27736,D1Ncl2
27737,D1Ncl3
27738,245A8.T7
27739,254L6.T7
27740,23H6.Sp6
27741,210N7.T7
27742,D2Dcr20
27743,D2Dcr22
27744,D2Dcr23
27745,D2Dcr19
27746,D2Dcr18
27747,D2Dcr15
27748,D2Dcr14
27749,D2Dcr17
27750,D2Dcr16
27751,D1Sta11
27752,D1Sta10
27753,D1Sta13
27754,D1Sta12
27755,D1Sta14
27756,Lsm2
27758,D6Abb1e
27759,D2Abb1e
27760,D5Abb2e
27761,D2Abb3e
27762,Vwa7
27765,196D11.T7
27766,273G21.T7
27767,295F16.T7
27768,332I15.T7
27770,42J20R
27771,42J20F
27772,38B16F
27773,38B16R
27774,94B16F
27775,sWSS86
27776,94B16R
27777,03B03F
27778,03B03R
27779,57K16F
27780,92N10R
27781,57K16R
27782,92N10F
27784,Commd8
27785,D5Buc30e
27789,565M12F
27790,DXPas19
27791,D18Abb2e
27792,D14Abb2e
27793,D2Dcr4
27794,D2Dcr7
27795,D2Dcr3
27796,D2Dcr9
27797,D2Dcr8
27798,D2Dcr5
27799,D2Dcr6
27800,D2Dcr2
27801,Zdhhc8
27804,502H20F
27805,303E12F
27806,502H20R
27807,303E12R
27808,119L04F
27809,565I03R
27810,358A17R
27811,304D23R
27812,304D23F
27813,133J02R
27814,256O10F
27815,391O16F
27816,256O10R
27817,133J02F
27818,349F04F
27819,391O16R
27820,349F04R
27821,504N12R
27822,565I03F
27823,211N06R
27824,504N12F
27825,567C18F
27826,211N06F
27827,335F15F
27828,335F15R
27829,D0Bac5
27830,D0Bac4
27831,D0Bac3
27832,D0Bac2
27833,D6Kcc1
27834,D2Dcr24
27835,D2Dcr21
27836,D2Dcr11
27837,D2Dcr10
27838,D2Dcr13
27839,D2Dcr12
27841,119L04aR
27842,D10Hgu1
27843,DXYHgu1
27844,DXSmh141
27845,D7Cwr3D
27846,D0Nds6
27847,D0Nds7
27848,D0Nds8
27849,D0Nds9
27850,D5Nam12
27851,DXIum1
27852,D0Nds10
27853,D0Nds11
27854,D0Nds12
27855,D0Nds13
27856,D0Nds14
27857,D0Nds16
27858,D0Nds17
27859,D0Nds18
27860,D0Nds20
27861,D0Nds21
27862,D0Nds23
27863,D0Nds24
27864,D0Nds26
27865,D11Moh41e
27866,D11Moh37e
27867,D11Moh38e
27868,D11Moh42e
27870,D11Moh39e
27873,D16Smh250
27874,D16Smh580
27875,D17Ium1
27876,D1Dau7e
27878,Tada1
27883,Tango2
27885,D9Mgc43
27886,Ess2
27888,D16Ium77
27889,D16Ium76
27890,D16Ium75
27891,D16Ium74
27892,D16Ium73
27893,D16Ium72
27894,D16Ium71
27895,D16Ium70
27896,D16Ium69
27897,D16Ium68
27898,D16Ium67
27899,D16Ium66
27900,D16Ium65
27901,D16Ium64
27902,D16Ium63
27903,D16Ium62
27904,D16Ium61
27905,D16Ium60
27906,D16Ium59
27907,D16Ium58
27908,D16Ium57
27909,D16Ium56
27910,D16Ium55
27911,D16Ium54
27912,D16Ium53
27913,D16Ium52
27914,D16Ium51
27915,D16Ium50
27916,D16Ium49
27917,D16Ium48
27918,D16Ium47
27919,D16Ium46
27920,D16Ium45
27921,D16Ium44
27922,D16Ium43
27923,D16Ium42
27924,D16Ium41
27925,D16Ium40
27926,D0Ffm1
27927,D0Ffm3
27928,D0Ffm2
27929,D0Ffm5
27930,D0Ffm4
27931,D0Ffm6
27932,D1Nds1
27933,D1Nds2
27934,D2Nds1
27935,D3Nds1
27936,D3Nds2
27937,D3Nds3
27938,D3Nds7
27939,D4Nds2
27940,D5Nds1
27941,D5Nds2
27942,D7Nds1
27943,D7Nds2
27944,D9Nds2
27947,D10Nds1
27948,D10Nds2
27949,D11Nds1
27950,D13Nds1
27951,D14Nds5
27952,D15Nds1
27953,D16Nds2
27954,D6Uwa4
27955,D16Nds1
27962,D9Wsu90e
27963,D9Wsu74e
27965,Spg21
27966,Rrp9
27967,Cherp
27971,D8Wsu26e
27973,Vkorc1
27974,D7Wsu69e
27979,Eif3b
27981,Rsrp1
27984,Efhd2
27986,D3Wsu79e
27993,Imp4
27995,D16Ium7e
27996,D2Wsu85e
27997,D4Wsu139e
27998,Exosc5
27999,Fam3c
28000,Prpf19
28006,Washc2
28010,Miip
28011,D3Wsu106e
28012,D2Wsu107e
28014,D9Wsu149
28015,Polr2m
28017,D7Wsu130e
28018,Ubfd1
28019,Ing4
28022,D5Wsu152e
28024,D5Wsu148e
28028,Mrpl50
28030,Gfm1
28035,Usp39
28036,Larp7
28037,D1Wsu158e
28040,D6Wsu163e
28042,Selenoi
28043,D3Wsu174e
28044,D3Wsu167e
28045,D16Ium37e
28046,D16Ium33e
28047,D16Ium30e
28049,D16Ium25e
28050,D16Ium19e
28051,D17Ium18e
28052,D16Ium17e
28054,D16Ium15e
28055,D16Ium14e
28056,D16Ium13e
28057,D16Ium11e
28060,D19Wsu44e
28064,Yipf3
28071,Polr1f
28075,Desi1
28077,Med10
28078,Prl5a1
28080,Atp5po
28081,Vcf1
28084,Vps25
28085,D11Wsu48e
28088,Rtcb
28091,DYzEms9
28092,DYzEms8
28093,DYzEms7
28094,DYzEms6
28095,DYzEms5
28096,DYzEms4
28097,DYzEms3
28098,DYzEms2
28099,DYzEms1
28105,Trim36
28106,Mydgf
28109,Nopchap1
28112,D15Wsu126e
28113,Tinf2
28114,Nsun2
28120,D10Wsu159e
28123,D17Wsu164e
28126,Nop16
28129,D11Wsu173e
28132,D9Mgc42e
28133,D9Mgc40e
28134,D9Mgc45e
28135,Cep63
28137,D9Mgc46e
28138,D7Ucla2
28139,DYzEms12
28140,DYzEms11
28141,DYzEms10
28146,Serp1
28148,D4Ucla1
28150,D5Ucla2
28154,D16Ium9e
28155,D16Ium8e
28156,D16Ium6e
28157,D16Ium5e
28159,DYzEms15
28160,DYzEms14
28161,DYzEms17
28162,DYzEms16
28163,DYzEms13
28164,DYzEms21
28165,DYzEms22
28166,DYzEms19
28167,DYzEms18
28168,DYzEms20
28169,Agpat3
28171,D6Wum8
28173,D16Ium39e
28174,D16Ium38e
28175,D16Ium36e
28176,D16Ium35e
28177,D16Ium34e
28178,D16Ium32e
28179,D16Ium31e
28180,D16Ium29e
28181,D16Ium28e
28182,D16Ium27e
28184,D16Ium23e
28185,Tomm70a
28187,D16Ium20e
28188,D16Ium12e
28190,D6Wum2
28191,D6Wum4
28192,D6Wum9
28193,Reep3
28194,Apon
28199,Dcaf11
28200,Dhrs4
28205,D6Wum13
28206,D6Wum14
28207,D6Wum15
28208,D6Wum20
28209,D0Nrs2
28210,D0Nrs1
28211,D6Wum18
28212,D6Wum12
28213,D6Wum10
28214,D6Wum16
28240,Trpm2
28248,Slco1a1
28250,Slco1a4
28253,Slco1b2
28254,Slco1a6
28255,D11Moh24
28256,D10Jhu45
28257,D10Jhu42
28258,D10Jhu41
28259,D10Jhu60
28260,D10Jhu52
28261,D10Jhu54
28262,D10Jhu59
28263,D10Jhu58
28264,D10Jhu51
28265,D10Jhu50
28266,D10Jhu39
28267,D10Jhu61
28268,D10Jhu37
28269,D10Jhu36
28270,D10Jhu35
28271,D10Jhu56
28272,D10Jhu33
28273,D10Jhu67
28274,D10Jhu68
28275,D10Jhu69
28276,D10Jhu40
28277,D10Jhu79
28278,D10Jhu78
28279,D10Jhu48
28280,D10Jhu49
28281,D10Jhu43
28282,D10Jhu72
28283,D10Jhu53
28284,D10Jhu46
28285,D10Jhu38
28286,D10Jhu47
28287,D10Jhu55
28288,D10Jhu63
28289,D10Jhu65
28290,D10Jhu57
28291,D10Jhu70
28292,D10Jhu44
28293,D10Jhu66
28294,D10Jhu71e
28295,Gatd3a
28296,D10Jhu64e
28297,D10Jhu34e
29805,Znhit2
29806,Limd1
29807,Tpk1
29808,Mga
29809,Rabgap1l
29810,Bag3
29811,Ndrg2
29812,Ndrg3
29813,Zfp385a
29815,Bcar3
29816,Hip1r
29817,Igfbp7
29818,Hspb7
29819,Stau2
29820,Tnfrsf19
29821,Del(X)4Brd
29822,Del(X)3Brd
29823,Del(X)1Brd
29824,Del(X)2Brd
29825,Del(X)18Brd
29826,Del(X)16Brd
29827,Del(X)19Brd
29828,Del(X)17Brd
29829,Del(11)1Brd
29830,Del(11)9Brd
29831,Del(11)14Brd
29832,Del(11)13Brd
29833,Del(11)12Brd
29834,Del(11)10Brd
29835,Del(11)11Brd
29836,Del(11)15Brd
29837,Del(11)16Brd
29845,Or13c7
29846,Or13c7b
29848,Or13c7e-ps1
29849,Or13c7d
29856,Smtn
29857,Mapk12
29858,Pmm1
29859,Sult4a1
29861,Dpf1
29862,Ninj2
29863,Pde7b
29864,Rnf11
29865,Cabp5
29866,Cabp2
29867,Cabp1
29869,Ulk2
29870,Gtse1
29871,Scmh1
29873,Cspg5
29875,Iqgap1
29876,Clic4
29877,Hdgfl3
29879,l7Rl2
30003,D10Jhu7
30004,D10Jhu8
30005,D10Jhu16
30006,D10Jhu11e
30007,D10Mit174
30044,Opn4
30045,Dnajc12
30046,Zfp292
30049,Scd3
30050,Fbxw2
30051,Spdef
30052,Pcsk1n
30053,Reg3d
30054,Rnf17
30055,Timm13
30056,Timm9
30057,Timm8b
30058,Timm8a1
30059,Timm10
30060,Meltf
30785,Cttnbp2
30791,Slc39a1
30794,Pdlim4
30795,Fkbp3
30800,Mmp20
30805,Slc22a4
30806,Adamts8
30821,DXChri1
30822,DXChri2
30823,DXChri3
30824,DXChri4
30825,DXChri5
30838,Fbxw4
30839,Fbxw5
30840,Fbxl6
30841,Kdm2b
30843,Fbxl12
30853,Mlf2
30857,C77218
30858,C78205
30862,C78135
30863,C78662
30865,C78513
30872,C76453
30873,C77614
30874,C77488
30877,Gnl3
30878,Apln
30882,AI256707
30896,AI225873
30912,AI317230
30914,AI317185
30917,AI256787
30919,AI316844
30921,A730014G21Rik
30923,Foxe3
30924,Angptl3
30925,Slamf6
30926,Glrx3
30927,Snai3
30928,Zbtb18
30930,Vps26a
30931,Tor1a
30932,Zfp330
30933,Tor2a
30934,Tor1b
30935,Tor3a
30936,Slc46a2
30937,Lmcd1
30938,Fgd3
30939,Pttg1
30940,Usp25
30941,Usp21
30942,Hnf4g
30943,Prss30
30944,Zfp354c
30945,Rnf19a
30946,Abt1
30947,Adat1
30948,Bin1
30949,Lcmt1
30951,Cbx8
30952,Cngb3
30953,Schip1
30954,Siva1
30955,Pik3cg
30956,Aass
30957,Mapk8ip3
30959,Ddx25
30960,Vapa
30962,Slc7a9
30963,Hacd1
30964,Rps12-ps1
50490,Nox4
50492,Thop1
50493,Txnrd1
50496,E2f6
50497,Hspa14
50498,Ebi3
50500,Ttpa
50501,Prok2
50505,Ercc4
50510,Igk-Eik
50518,a
50523,Lats2
50524,Sall2
50525,Spag6l
50527,Ero1a
50528,Tmprss2
50529,Mrps7
50530,Mfap5
50540,Igbp1b
50701,Elane
50702,Cfhr1
50706,Postn
50708,H1f2
50709,H1f4
50720,Sacs
50721,Sirt6
50722,Dkkl1
50723,Icosl
50724,Sap30l
50740,AF007000
50753,Fbxo8
50754,Fbxw7
50755,Fbh1
50757,Fbxw14
50758,Fbxl17
50759,Fbxo16
50760,Fbxo17
50762,Fbxo6
50764,Fbxo15
50765,Tfr2
50766,Crim1
50767,Pnpla6
50768,Dlc1
50769,Atp8a2
50770,Atp11a
50771,Atp9b
50772,Mapk6
50773,Nt5c
50774,Krtap5-1
50775,Krtap5-4
50776,Polg2
50778,Rgs1
50779,Rgs6
50780,Rgs3
50781,Dkk3
50782,Rgs11
50783,Lsm4
50784,Plpp2
50785,Hs6st1
50786,Hs6st2
50787,Hs6st3
50788,Fbxl8
50789,Fbxl3
50790,Acsl4
50791,Magi2
50793,Orc3
50794,Klf13
50795,Sh3bgr
50796,Dmrt1
50797,Copb2
50798,Gne
50799,Slc25a13
50800,Nr1h2-ps
50817,Capn15
50849,Rnf10
50850,Spast
50868,Keap1
50873,Prkn
50874,Tmod4
50875,Tmod3
50876,Tmod2
50877,Neu3
50878,Stag3
50880,Scly
50883,Chek2
50884,Nckap1
50887,Hmgn5
50905,Il17rb
50907,Preb
50908,C1s1
50909,C1ra
50911,Exosc9
50912,Exosc10
50913,Olig2
50914,Olig1
50915,Grb14
50916,Irx4
50917,Galns
50918,Myadm
50926,Hnrnpdl
50927,Nasp
50928,Klrg1
50929,Il22
50930,Tnfsf14
50931,Il27ra
50932,Mink1
50933,Uchl3
50934,Slc7a8
50935,St6galnac6
50994,Mtag2
50995,Uba2
50996,Pdcd7
50997,Mpp2
51786,Cpsf2
51788,H2az1
51789,Tnk2
51791,Rgs14
51792,Ppp2r1a
51793,Ddah2
51795,Srpx
51796,Srrm1
51797,Ctps1
51798,Ech1
51799,Rundc3a
51800,Bok
51801,Ramp1
51810,Hnrnpu
51811,Clec4f
51812,Mcrs1
51813,Ccnc
51818,D17Leh66E
51819,D17Tu32
51820,D0Wfb1e
51821,D17Leh119
51822,D17Tu42
51823,D3Abb1e
51825,D9Sut2e
51827,D17Sut1e
51828,D15Abb1e
51829,D13Abb2e
51830,D7Trk1e
51831,D6Trk1e
51832,D3Ggc1e
51833,D2Uta1e
51834,D2Ggc2e
51835,D2Ggc3e
51836,DXGgc3e
51837,DXGgc5e
51838,D2Ggc5e
51839,D2Ggc4e
51840,D3Ggc3e
51842,D2Ertd93e
51843,D2Ertd48e
51845,D2Ertd63e
51847,D2Ertd92e
51848,D2Ggc6e
51849,D3Ggc4e
51850,DXSut1e
51851,D9Sut1e
51852,D5Sut1e
51853,D4Sut1e
51854,D3Sut1e
51855,D1Sut1e
51856,D8Sut1e
51857,D2Sut1e
51859,D19Ggc1e
51860,D17Ggc2e
51861,D6Sut1e
51862,D2Bir27e
51863,D2Bir28e
51864,D2Ertd173e
51865,D2Ertd122e
51867,D2Ertd210e
51868,D2Ertd168e
51869,Rif1
51870,D2Ertd112e
51872,D2Ertd282e
51873,D2Ertd127e
51875,Tmem141
51877,D4Ertd290e
51878,D4Ertd298e
51879,D3Ertd425e
51880,D2Ertd239e
51883,D2Ertd259e
51885,Tubgcp4
51886,Fubp1
51887,D2Ertd397e
51889,D3Ertd343e
51891,D2Ertd468e
51893,D2Ertd198
51896,D2Ertd357e
51897,Atg13
51898,D3Ertd452e
51900,D2Ertd329e
51901,D2Ertd295e
51902,Rnf24
51903,D2Ertd554e
51904,D3Ertd508e
51907,D3Ertd547e
51908,D3Ertd568e
51909,D3Ertd491e
51914,D3Ertd108e
51915,D3Ertd211e
51917,D2Ertd691e
51919,D2Ertd634e
51920,D2Ertd616e
51922,D2Ertd612e
51925,D2Ertd640e
51926,D2Ertd623e
51927,D3Ertd711e
51928,D1Ertd692
51929,D1Ertd704e
51931,D1Ertd799e
51936,D3Ertd740e
51937,D3Ertd797e
51938,Ccdc39
51939,D3Ertd731e
51940,D1Ertd705e
51944,Knstrn
51945,D1Ertd811e
51949,D19Bir8e
51951,D17Ertd96e
51952,D17Ertd29e
51953,D19Ertd79e
51956,D13Sut1e
51957,D12Sut1e
51959,D7Ertd1e
51960,Kctd18
51963,D6Ggc1e
51966,D11Bhm181e
51971,D8Ggc2e
51973,DXGgc1e
51974,D8Ggc1e
51975,D4Ggc2e
51976,D1Ggc1e
51977,D4Ggc3e
51978,D2Ggc1e
51979,DXGgc2e
51980,D6Ggc2e
51981,D5Ggc1e
51982,D1Ggc3e
51983,D1Ggc2e
51984,D4Ggc4e
51985,D3Ggc2e
51986,D14Sut1e
51987,D12Sut2e
51988,D8Ggc3e
51990,D9Ertd12e
51991,D8Ertd67e
51995,D19Ertd200e
51996,D8Ertd51e
51997,D17Ertd165e
51998,D17Ertd191e
51999,D17Ertd262e
52000,D17Ertd277e
52002,D6Ertd15e
52003,DXErtd11e
52004,Cdk2ap2
52006,D7Ertd59e
52009,Jpt2
52011,D19Ertd132e
52013,R3hcc1l
52014,Nus1
52015,D10Ertd276e
52016,D19Ertd409e
52018,D13Ertd570e
52019,D17Ertd589e
52020,Umodl1
52023,Pibf1
52024,Ankrd22
52027,D17Ertd648e
52028,Bbs1
52029,D17Ertd657e
52033,Pbk
52034,D19Ertd756e
52036,Ppp6r3
52037,D17Ertd763e
52038,D10Ertd755e
52040,Ppp1r10
52044,D19Ertd744e
52046,DXGgc6e
52047,D8Ggc4e
52048,D6Ggc3e
52049,D1Ggc4e
52050,DXGgc4e
52053,D1Ertd86e
52054,D4Ertd58e
52055,Rab11fip5
52056,D1Ertd62e
52058,D4Ertd76e
52061,D3Ertd34e
52062,D9Ertd26e
52064,Coq5
52065,Mfhas1
52066,D1Ertd57e
52067,D8Ertd56e
52068,D4Ertd78e
52070,D4Ertd31e
52071,D8Ertd54e
52072,D5Ertd77e
52074,D6Ertd47e
52076,Tmem38b
52078,D6Ertd87e
52079,D1Ertd83e
52080,D6Ertd90e
52082,D7Ertd74e
52086,D1Ertd84e
52093,D6Ggc4e
52094,D8Ggc5e
52095,D5H4S181E
52097,D16Ertd6e
52099,D1Ertd75e
52100,D11Ertd4e
52103,D11Ggc1e
52104,D16Ggc1e
52105,D1Ertd164e
52107,D8Ertd130e
52108,D9Ertd115e
52116,D8Ertd317e
52118,Pvr
52120,Hgsnat
52123,Agpat5
52124,D6Ertd439e
52132,Ccdc97
52134,D4Ertd510e
52137,D7Ertd595e
52138,D5Ertd543e
52139,D5Ertd560e
52140,D4Ertd582e
52141,D6Ertd588e
52144,D7Ertd661e
52145,D9Ertd720e
52149,DXErtd770e
52150,Kcnk6
52151,D14Bur1e
52153,D11Jkn1e
52154,D11Ggc2e
52155,D18Ggc1e
52156,D17Ggc1e
52157,D10Ggc1e
52158,D18Ggc2e
52159,D15Ggc1e
52160,D15Ggc2e
52161,D7Bir19e
52162,D7Bir18e
52163,Camk1
52164,D4Ertd117e
52165,D2Ertd105e
52166,D3Ertd302e
52167,D8Ertd294e
52168,D7Ertd193e
52169,D1Ertd182e
52172,D4Ertd264e
52173,D9Ertd133e
52174,Tmem222
52175,DXErtd242e
52176,D8Ertd124e
52177,D4Ertd151e
52179,D9Ertd256e
52181,D5Ertd163e
52182,D1Ertd148e
52183,D5Ertd255e
52184,Odf2l
52186,D8Ertd158e
52187,Rragd
52189,D1Ertd228e
52190,D3Ertd258e
52193,D15Ertd50e
52194,D5Ertd102e
52195,D8Ertd252e
52196,D7Ertd187e
52197,DXErtd223e
52198,D3Ertd270e
52199,D8Ertd107e
52201,D1Ertd273e
52202,Rbm34
52203,D9Ertd306e
52204,D6Ertd234e
52205,D4Ertd179e
52206,Anapc4
52207,D1Ertd309e
52208,D9Ertd292e
52211,D3Ertd246e
52212,D9Ertd167e
52213,D4Ertd100e
52222,D7Ertd128e
52223,D6Ertd160e
52224,D5Ertd215e
52225,D4Ertd103e
52228,D1Ertd230e
52230,D5Ertd121e
52231,Ankzf1
52232,D3Ertd207e
52234,D7Ertd183e
52235,D9Ertd305e
52238,D15Ertd30e
52243,D3Ertd229e
52244,D5Ertd159e
52245,Commd2
52246,D1Ertd291e
52247,D5Ertd236e
52249,D5Ertd301e
52250,Reep1
52252,D3Ertd162e
52259,D9Ertd334e
52260,D4Ertd279e
52261,D8Ertd268e
52262,D7Ertd312e
52263,D1Ertd475e
52268,D5Ertd422e
52274,D8Ertd381e
52275,D7Ertd316e
52276,Cdca8
52278,D1Ertd185e
52281,D9Ertd382e
52282,D9Ertd356e
52285,D6Ertd474e
52292,D5Ertd470e
52293,D7Ertd351e
52296,D1Ertd399e
52297,D5Ertd440e
